Video title,Comment,Processed_Comment,English_Translation,Tokenized_POS
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,This is the true nature of,true nature,True Nature,"[('True', 'ADJ'), ('Nature', 'NOUN')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,Minority card…victim,minority cardvictim,Minority Cardvictim,"[('Minority', 'PROPN'), ('Cardvictim', 'PROPN')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,"<a href=""https://www.youtube.com/watch?v=Id6YEJvm0Ss&amp;t=1061"">17:41</a> Young Pankaj Tripathi Sir🔥🔥🔥",href young pankaj tripathi sir,href young pankaj tripathi sir,"[('href', 'PROPN'), ('young', 'PROPN'), ('pankaj', 'PROPN'), ('tripathi', 'PROPN'), ('sir', 'PROPN')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,No suitable,suitable,suitable,"[('suitable', 'ADJ')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,True ... Thx film 🎥 maker&#39;s &amp; story writer 💞🙏💞😊,true thx film maker amp story writer,True ThX Film Maker AMP Story Writer,"[('True', 'ADJ'), ('ThX', 'PROPN'), ('Film', 'PROPN'), ('Maker', 'PROPN'), ('AMP', 'PROPN'), ('Story', 'PROPN'), ('Writer', 'PROPN')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,this movie reality of UP and Bihar,movie reality bihar,Movie Reality Bihar,"[('Movie', 'NOUN'), ('Reality', 'NOUN'), ('Bihar', 'PROPN')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,BJP hatao desh bachao,bjp hatao desh bachao,BJP hatao desh bachao,"[('BJP', 'PROPN'), ('hatao', 'PROPN'), ('desh', 'PROPN'), ('bachao', 'PROPN')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,Good movie 🇬🇧,good movie,Good Movie,"[('Good', 'PROPN'), ('Movie', 'PROPN')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,Pankaj ho ya nawajudeen ye log struggle kiye bhi to us aasha me ke Ameer banengey ..aur else koi naukri bhi kr saktey they ...<br><br>To society ki koi sewa nahi ki ... jo kiya khud ke liye Kiya aur Ameer baney. ..chahiye to aap Inka net worth search kr lijiyega ... caz hum indians soldiers ki aur real me struggle kr ke samaaj sewa krney walo ke bare me to search krtey nahi 🙄<br><br>Isliye frms pls .. jo log tripathi ji ko notice kiye unko mahimamandit krne ke pehle yd jarur sochey,pankaj ho ya nawajudeen ye log struggle kiye bhi u aasha ke ameer banengey aur else koi naukri bhi kr saktey brbrto society ki koi sewa nahi ki jo kiya khud ke liye kiya aur ameer baney chahiye aap inka net worth search kr lijiyega caz hum indian soldier ki aur real struggle kr ke samaaj sewa krney walo ke bare search krtey nahi brbrisliye frms pls jo log tripathi ji ko notice kiye unko mahimamandit krne ke pehle yd jarur sochey,Pankaj Ho Ya Nawajudeen Ye Log Struggle Kiye Bhi U Aasha Ke Ameer Banengy Aur Else Koi Naukri Bhi Kr Saktey BRBRTO Society Ki Koi Sewa Sewa Sewa Sewa Nahi Jo Kiya A Amee Chahiye Aap Inka Net Wort Search Kr Lijiyega Caz Hum Indian Soldier Kiaur real struggle kr ke samaaj sewa krney walo ke bare search krtey nahi brbrisliye frms pls jo logthi ji ko notice kiye unko maahimamandit krne yd jarur sochey yd jarur sochey,"[('Pankaj', 'PROPN'), ('Ho', 'PROPN'), ('Ya', 'PROPN'), ('Nawajudeen', 'PROPN'), ('Ye', 'PROPN'), ('Log', 'PROPN'), ('Struggle', 'PROPN'), ('Kiye', 'PROPN'), ('Bhi', 'PROPN'), ('U', 'PROPN'), ('Aasha', 'PROPN'), ('Ke', 'PROPN'), ('Ameer', 'PROPN'), ('Banengy', 'PROPN'), ('Aur', 'PROPN'), ('Else', 'PROPN'), ('Koi', 'PROPN'), ('Naukri', 'PROPN'), ('Bhi', 'PROPN'), ('Kr', 'PROPN'), ('Saktey', 'PROPN'), ('BRBRTO', 'PROPN'), ('Society', 'PROPN'), ('Ki', 'PROPN'), ('Koi', 'PROPN'), ('Sewa', 'PROPN'), ('Sewa', 'PROPN'), ('Sewa', 'PROPN'), ('Sewa', 'PROPN'), ('Nahi', 'PROPN'), ('Jo', 'PROPN'), ('Kiya', 'PROPN'), ('A', 'PROPN'), ('Amee', 'PROPN'), ('Chahiye', 'PROPN'), ('Aap', 'PROPN'), ('Inka', 'PROPN'), ('Net', 'PROPN'), ('Wort', 'PROPN'), ('Search', 'PROPN'), ('Kr', 'PROPN'), ('Lijiyega', 'PROPN'), ('Caz', 'PROPN'), ('Hum', 'PROPN'), ('Indian', 'ADJ'), ('Soldier', 'NOUN'), ('Kiaur', 'PROPN'), ('real', 'ADJ'), ('struggle', 'NOUN'), ('kr', 'PROPN'), ('ke', 'PROPN'), ('samaaj', 'PROPN'), ('sewa', 'PROPN'), ('krney', 'PROPN'), ('walo', 'PROPN'), ('ke', 'PROPN'), ('bare', 'PROPN'), ('search', 'PROPN'), ('krtey', 'PROPN'), ('nahi', 'PROPN'), ('brbrisliye', 'PROPN'), ('frms', 'PROPN'), ('pls', 'PROPN'), ('jo', 'PROPN'), ('logthi', 'PROPN'), ('ji', 'PROPN'), ('ko', 'PROPN'), ('notice', 'VERB'), ('kiye', 'PROPN'), ('unko', 'PROPN'), ('maahimamandit', 'PROPN'), ('krne', 'PROPN'), ('yd', 'PROPN'), ('jarur', 'PROPN'), ('sochey', 'PROPN'), ('yd', 'PROPN'), ('jarur', 'PROPN'), ('sochey', 'PROPN')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,Pankaj tripath🔥🔥,pankaj tripath,Pankaj Tripath,"[('Pankaj', 'PROPN'), ('Tripath', 'PROPN')]"
Apaharan Hindi Full Movie I अपहरण I Ajay Devgan I Nana Patekar I Bipasha Basu I Bollywood Movies,Bury kaam ka bura natija,bury kaam ka bura natija,Bad results of acquitted work,"[('Bad', 'ADJ'), ('results', 'NOUN'), ('of', 'ADP'), ('acquitted', 'VERB'), ('work', 'NOUN')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने","The Wait Is Over The Boss Returns 🔥 <a href=""http://www.youtube.com/results?search_query=%23varisuhinditrailer"">#VarisuHindiTrailer</a> Is Here 💥<br><br><a href=""https://www.youtube.com/watch?v=Feu56Usia-A"">https://youtu.be/Feu56Usia-A</a> <a href=""http://www.youtube.com/results?search_query=%23varisuhinditrailerongoldmines"">#VarisuHindiTrailerOnGoldmines</a>",wait bos return href brbra href href,Wait bos return href brbra href href,"[('Wait', 'PROPN'), ('bos', 'PROPN'), ('return', 'VERB'), ('href', 'PROPN'), ('brbra', 'PROPN'), ('href', 'PROPN'), ('href', 'PROPN')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Kash is movie mai hema Malini ji hoti to aur 4 Chand lag jate but i love it all deol parivar,kash movie mai hema malini ji hoti aur chand lag jate love deol parivar,I wish Hema Malini Ji would have been in the movie and the moon will fall in love,"[('I', 'PRON'), ('wish', 'VERB'), ('Hema', 'PROPN'), ('Malini', 'PROPN'), ('Ji', 'PROPN'), ('would', 'AUX'), ('have', 'AUX'), ('been', 'AUX'), ('in', 'ADP'), ('the', 'DET'), ('movie', 'NOUN'), ('and', 'CCONJ'), ('the', 'DET'), ('moon', 'NOUN'), ('will', 'AUX'), ('fall', 'VERB'), ('in', 'ADP'), ('love', 'NOUN')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Photo khichtey samey sunny deol ka ladka photo khichta reh gya uska to kisi n photo liya hi nhi,photo khichtey samey sunny deol ka ladka photo khichta reh gya uska kisi n photo liya hi nhi,"While taking the photo, Sunny Deol's boy kept taking photos, did not take any photo of him","[('While', 'SCONJ'), ('taking', 'VERB'), ('the', 'DET'), ('photo', 'NOUN'), (',', 'PUNCT'), ('Sunny', 'PROPN'), ('Deol', 'PROPN'), (""'s"", 'PART'), ('boy', 'NOUN'), ('kept', 'VERB'), ('taking', 'VERB'), ('photos', 'NOUN'), (',', 'PUNCT'), ('did', 'AUX'), ('not', 'PART'), ('take', 'VERB'), ('any', 'DET'), ('photo', 'NOUN'), ('of', 'ADP'), ('him', 'PRON')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Very nice,nice,nice,"[('nice', 'ADJ')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Very nice,nice,nice,"[('nice', 'ADJ')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Very nice,nice,nice,"[('nice', 'ADJ')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने","Hindi movie- religious prayer at Gurdwara, Allah Ki Mehar for Liver.",hindi movie religious prayer gurdwara allah ki mehar liver,Hindi Movie Religious Prayer Gurudwara Allah Ki Meher Liver,"[('Hindi', 'PROPN'), ('Movie', 'PROPN'), ('Religious', 'PROPN'), ('Prayer', 'PROPN'), ('Gurudwara', 'PROPN'), ('Allah', 'PROPN'), ('Ki', 'PROPN'), ('Meher', 'PROPN'), ('Liver', 'PROPN')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Are yaar ye film bahut sundar and supar 👍👍👍👍👍👍,yaar ye film bahut sundar supar,"Dude, this film is very beautiful super","[('Dude', 'VERB'), (',', 'PUNCT'), ('this', 'DET'), ('film', 'NOUN'), ('is', 'AUX'), ('very', 'ADV'), ('beautiful', 'ADJ'), ('super', 'ADP')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Koun koun apni family se bahot pyar karta hai reply,koun koun apni family se bahot pyar karta hai reply,Who loves his family very much reply,"[('Who', 'PRON'), ('loves', 'VERB'), ('his', 'PRON'), ('family', 'NOUN'), ('very', 'ADV'), ('much', 'ADV'), ('reply', 'VERB')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Bhopagal,bhopagal,Bhopagal,"[('Bhopagal', 'PROPN')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",hey sunny deol and bobby deol,hey sunny deol bobby deol,Hey Sunny Deol Bobby Deol,"[('Hey', 'INTJ'), ('Sunny', 'ADJ'), ('Deol', 'PROPN'), ('Bobby', 'PROPN'), ('Deol', 'PROPN')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Nasnin ya pichar madhe Salman Khan hizda  nahi  (  Bagban madhe hota,nasnin ya pichar madhe salman khan hizda nahi bagban madhe hota,"Salman Khan is not a hijade hijade, Nazni or Pichar.","[('Salman', 'PROPN'), ('Khan', 'PROPN'), ('is', 'AUX'), ('not', 'PART'), ('a', 'DET'), ('hijade', 'NOUN'), ('hijade', 'NOUN'), (',', 'PUNCT'), ('Nazni', 'PROPN'), ('or', 'CCONJ'), ('Pichar', 'PROPN'), ('.', 'PUNCT')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Apne. 2,apne,Our,"[('Our', 'PRON')]"
"Apne (HD) – Blockbuster Hindi Film | Dharmendra, Sunny Deol, Bobby Deol, Katrina Kaif | अपने",Bht aad aarhi h band kro yrr,bht aad aarhi h band kro yrr,Stop Bhatad Arhi,"[('Stop', 'VERB'), ('Bhatad', 'PROPN'), ('Arhi', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Movies Mistakes #viral #shorts #bollywood #movie #moviereview #moviemistakes,mai pakad liya,mai pakad liya,Caught May,"[('Caught', 'VERB'), ('May', 'PROPN')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,"बॉलीवुड की सुपरहिट हिंदी मूवी : <br>Ajay (अजय) - <a href=""https://www.youtube.com/watch?v=AVLwfpA4vXU"">https://youtu.be/AVLwfpA4vXU</a><br>Mann (मन ) - <a href=""https://www.youtube.com/watch?v=j8w7DzNgShg"">https://youtu.be/j8w7DzNgShg</a><br>Bhagam Bhag (भागम भाग) - <a href=""https://www.youtube.com/watch?v=6FqUN9MO0zc"">https://youtu.be/6FqUN9MO0zc</a><br>Dil Kya Kare (दिल क्या करे) - <a href=""https://www.youtube.com/watch?v=ZedqipwOBL8"">https://youtu.be/ZedqipwOBL8</a><br>Barsaat (बरसात ) - <a href=""https://www.youtube.com/watch?v=qPEeo4qGKF4"">https://youtu.be/qPEeo4qGKF4</a><br>Banjaran (बंजारन ) - <a href=""https://www.youtube.com/watch?v=y4nYf9j04Nk"">https://youtu.be/y4nYf9j04Nk</a><br>Tango Charlie (टैंगो चार्ली ) -  <a href=""https://www.youtube.com/watch?v=wL2gTESS5Cw"">https://youtu.be/wL2gTESS5Cw</a><br>Dhamaal (धमाल ) -  <a href=""https://www.youtube.com/watch?v=6xdRuJoEMoU"">https://youtu.be/6xdRuJoEMoU</a><br>Bewaffa Se Waffa (बेवफा से वफ़ा ) - <a href=""https://www.youtube.com/watch?v=2nYEbOaV9fo"">https://youtu.be/2nYEbOaV9fo</a><br>Maine Dil Tujhko Diya (मेने दिल तुझको दिया ) - <a href=""https://www.youtube.com/watch?v=KXUZUkxuza0"">https://youtu.be/KXUZUkxuza0</a>",brajay href abrmann href abrbhagam bhag href abrdil kya kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewaffa se waffa href abrmaine dil tujhko diya href,Brajay href abrmann href abribhagam bhag href abrdil kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewaffaffa se waffa haref abjhekhekhek ya href,"[('Brajay', 'VERB'), ('href', 'ADP'), ('abrmann', 'PROPN'), ('href', 'PROPN'), ('abribhagam', 'PROPN'), ('bhag', 'PROPN'), ('href', 'PROPN'), ('abrdil', 'PROPN'), ('kare', 'PROPN'), ('href', 'PROPN'), ('abrbarsaat', 'PROPN'), ('href', 'PROPN'), ('abrbanjaran', 'PROPN'), ('href', 'PROPN'), ('abrtango', 'PROPN'), ('charlie', 'PROPN'), ('href', 'PROPN'), ('abrdhamaal', 'PROPN'), ('href', 'PROPN'), ('abrbewaffaffa', 'PROPN'), ('se', 'PROPN'), ('waffa', 'PROPN'), ('haref', 'PROPN'), ('abjhekhekhek', 'PROPN'), ('ya', 'PROPN'), ('href', 'PROPN')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,"Scene 33, why do these poor stupid people have to fight when they already have pistol and other weapons?? Or is it mandatory that they have to fight so that they can be said to be real man??",scene poor stupid people fight already pistol weapon mandatory fight said real man,Scene Poor Stupid People Fight Alredy Pistol Weapon Mandatery Fight Said Real Man,"[('Scene', 'PROPN'), ('Poor', 'PROPN'), ('Stupid', 'PROPN'), ('People', 'PROPN'), ('Fight', 'PROPN'), ('Alredy', 'PROPN'), ('Pistol', 'PROPN'), ('Weapon', 'NOUN'), ('Mandatery', 'PROPN'), ('Fight', 'PROPN'), ('Said', 'VERB'), ('Real', 'PROPN'), ('Man', 'PROPN')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,"Scene 30,if these poor stupid people knew about the gold smuggling of Shani Seth,wtf were they doing till now?? Were they waiting for Amitabh Bachchan to come out of jail?! Stupidity at the best height",scene poor stupid people knew gold smuggling shani sethwtf till waiting amitabh bachchan come jail stupidity best height,Scene Poor Stupid People Knew Gold Smuggling Shani Seth Wtf Still Waiting Amitabh Bachchan Come Jail Stupidity Best Height,"[('Scene', 'PROPN'), ('Poor', 'PROPN'), ('Stupid', 'PROPN'), ('People', 'NOUN'), ('Knew', 'VERB'), ('Gold', 'PROPN'), ('Smuggling', 'PROPN'), ('Shani', 'PROPN'), ('Seth', 'PROPN'), ('Wtf', 'PROPN'), ('Still', 'ADV'), ('Waiting', 'VERB'), ('Amitabh', 'PROPN'), ('Bachchan', 'PROPN'), ('Come', 'VERB'), ('Jail', 'PROPN'), ('Stupidity', 'PROPN'), ('Best', 'PROPN'), ('Height', 'PROPN')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,But I really don&#39;t understand why the poor stupid Shani Seth didn&#39;t appreciate the hunger and the ambition of the poor stupid hero Amitabh Bachchan and instead knowingly made a big enemy of him?? Why does the stupid Hindi movies always do such stupid things??,really dont understand poor stupid shani seth didnt appreciate hunger ambition poor stupid hero amitabh bachchan instead knowingly made big enemy stupid hindi movie always stupid thing,Really Dont Undrstand Poor Stupid Shani Seth did not appreciate Hunger Ambition Poor Stupid Hero Amitabh Bachchan Intead Knowing Knowingly Made Big Enemy Stupid Hindi Movie Alls Alls,"[('Really', 'ADV'), ('Do', 'AUX'), ('nt', 'PART'), ('Undrstand', 'PROPN'), ('Poor', 'PROPN'), ('Stupid', 'PROPN'), ('Shani', 'PROPN'), ('Seth', 'PROPN'), ('did', 'AUX'), ('not', 'PART'), ('appreciate', 'VERB'), ('Hunger', 'PROPN'), ('Ambition', 'PROPN'), ('Poor', 'PROPN'), ('Stupid', 'PROPN'), ('Hero', 'PROPN'), ('Amitabh', 'PROPN'), ('Bachchan', 'PROPN'), ('Intead', 'PROPN'), ('Knowing', 'PROPN'), ('Knowingly', 'PROPN'), ('Made', 'VERB'), ('Big', 'PROPN'), ('Enemy', 'PROPN'), ('Stupid', 'PROPN'), ('Hindi', 'PROPN'), ('Movie', 'PROPN'), ('Alls', 'PROPN'), ('Alls', 'PROPN')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,"Scene 16.15,at the most a clothes would have fallen on Abdul, but the poor stupid hero, Kader Khan has to go and get his own hands cut off so that he can easily become a typical street beggar",scene clothes would fallen abdul poor stupid hero kader khan go get hand cut easily become typical street beggar,Scene cloths would filen abdul poor stupid hero kader khan go get hand cut easily become typical street beggar,"[('Scene', 'PROPN'), ('cloths', 'NOUN'), ('would', 'AUX'), ('filen', 'VERB'), ('abdul', 'VERB'), ('poor', 'ADJ'), ('stupid', 'ADJ'), ('hero', 'NOUN'), ('kader', 'PROPN'), ('khan', 'PROPN'), ('go', 'VERB'), ('get', 'VERB'), ('hand', 'NOUN'), ('cut', 'VERB'), ('easily', 'ADV'), ('become', 'VERB'), ('typical', 'ADJ'), ('street', 'NOUN'), ('beggar', 'ADJ')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,if u watching this movie in 2023 I think u r growing and getting mature....<br>Kya Dialogue hai...Hero lagta hai ki wo har jagah hero hai.. every actor is legendary...unique story...<br>Gajab dialogue delivery...<br>Har baat ne wajan hai....<br>Ab bas kya bolu...<br>Blockbuster 🔥🔥🔥🔥,u watching movie think u r growing getting maturebrkya dialogue haihero lagta hai ki wo har jagah hero hai every actor legendaryunique storybrgajab dialogue deliverybrhar baat ne wajan haibrab ba kya bolubrblockbuster,U Watching Movie Think U R Growing Getting MatureBrkya Dialogue Haihero Lagta Hai Ki Wo Har Jagah Hero Hai Every actor legendaryunique storyBrgajab dialogue deliverybrogue deliverybrogue deliverybrogue deliverybrogue deliver BRBLOCKBUSTER,"[('U', 'PROPN'), ('Watching', 'PROPN'), ('Movie', 'PROPN'), ('Think', 'VERB'), ('U', 'NOUN'), ('R', 'NOUN'), ('Growing', 'VERB'), ('Getting', 'VERB'), ('MatureBrkya', 'PROPN'), ('Dialogue', 'PROPN'), ('Haihero', 'PROPN'), ('Lagta', 'PROPN'), ('Hai', 'PROPN'), ('Ki', 'PROPN'), ('Wo', 'PROPN'), ('Har', 'PROPN'), ('Jagah', 'PROPN'), ('Hero', 'PROPN'), ('Hai', 'PROPN'), ('Every', 'DET'), ('actor', 'NOUN'), ('legendaryunique', 'NOUN'), ('storyBrgajab', 'NUM'), ('dialogue', 'NOUN'), ('deliverybrogue', 'NOUN'), ('deliverybrogue', 'PROPN'), ('deliverybrogue', 'PROPN'), ('deliverybrogue', 'PROPN'), ('deliver', 'VERB'), ('BRBLOCKBUSTER', 'PROPN')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,Saya ingin felem naseeb amitabbachan,saya ingin felem naseeb amitabbachan,Saya Ingin Falem Naseeb Amitabachan,"[('Saya', 'PROPN'), ('Ingin', 'PROPN'), ('Falem', 'PROPN'), ('Naseeb', 'PROPN'), ('Amitabachan', 'VERB')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,Acting👍,acting,acting,"[('acting', 'VERB')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,2023 m kon kon dekh raha hai,kon kon dekh raha hai,The angle is looking at the angle,"[('The', 'DET'), ('angle', 'NOUN'), ('is', 'AUX'), ('looking', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('angle', 'NOUN')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,2023 me kon kon dekhraha hai like 👍 karo,kon kon dekhraha hai like karo,Look at the angle angle,"[('Look', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('angle', 'NOUN'), ('angle', 'NOUN')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,2023 main kon kon dekh raha hai like kren,main kon kon dekh raha hai like kren,I am looking at the angle angle like,"[('I', 'PRON'), ('am', 'AUX'), ('looking', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('angle', 'NOUN'), ('angle', 'NOUN'), ('like', 'ADP')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,2023 me kon kon dekh rha he,kon kon dekh rha,Seeing the angle angle,"[('Seeing', 'VERB'), ('the', 'DET'), ('angle', 'NOUN'), ('angle', 'NOUN')]"
Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,Is sal kon kon dekh raha hai a movie,sal kon kon dekh raha hai movie,Movie is watching the angle angle,"[('Movie', 'NOUN'), ('is', 'AUX'), ('watching', 'VERB'), ('the', 'DET'), ('angle', 'NOUN'), ('angle', 'NOUN')]"
"Chal Mere Bhai{HD} - Salman Khan, Sanjay Dutt, Karisma Kapoor - Full Hindi Film-(With Eng Subtitles)",Here for Nagma ❤❤❤❤❤,nagma,Nagma,"[('Nagma', 'NOUN')]"
"Chal Mere Bhai{HD} - Salman Khan, Sanjay Dutt, Karisma Kapoor - Full Hindi Film-(With Eng Subtitles)",Who is watching this in 2024------👉🏻,watching,Watching,"[('Watching', 'VERB')]"
"Chal Mere Bhai{HD} - Salman Khan, Sanjay Dutt, Karisma Kapoor - Full Hindi Film-(With Eng Subtitles)",Good movie 💯🎉😊,good movie,Good Movie,"[('Good', 'PROPN'), ('Movie', 'PROPN')]"
"Chal Mere Bhai{HD} - Salman Khan, Sanjay Dutt, Karisma Kapoor - Full Hindi Film-(With Eng Subtitles)",Who watching this masterpiece in 2024 🔥❤️‍🔥,watching masterpiece,Watching masterpiece,"[('Watching', 'VERB'), ('masterpiece', 'NOUN')]"
"Chal Mere Bhai{HD} - Salman Khan, Sanjay Dutt, Karisma Kapoor - Full Hindi Film-(With Eng Subtitles)",Legends haziri lgwao.. Jo 2024 me b olden golden era me hain❤😂,legend haziri lgwao jo b olden golden era hain,Legend Haziri Jo B Olden Golden Era,"[('Legend', 'PROPN'), ('Haziri', 'PROPN'), ('Jo', 'PROPN'), ('B', 'PROPN'), ('Olden', 'PROPN'), ('Golden', 'PROPN'), ('Era', 'NOUN')]"
"Chal Mere Bhai{HD} - Salman Khan, Sanjay Dutt, Karisma Kapoor - Full Hindi Film-(With Eng Subtitles)",Who watching this masterpiece in 2024 ❤,watching masterpiece,Watching masterpiece,"[('Watching', 'VERB'), ('masterpiece', 'NOUN')]"
"Chal Mere Bhai{HD} - Salman Khan, Sanjay Dutt, Karisma Kapoor - Full Hindi Film-(With Eng Subtitles)",I am watching this in 2024😂😂😂,watching,Watching,"[('Watching', 'VERB')]"
