Video title,Comment,Processed_Comment,English_Translation,Polarity,Sentiment,Aspects_Sentiments
Arjun Pandit - Bollywood Action Movies | Sunny Deol | Juhi Chawla,very very nice,nice,nice,0.4215,Positive,{}
Arjun Pandit - Bollywood Action Movies | Sunny Deol | Juhi Chawla,yeh dil aashiqana hd me movie upload karo  please,yeh dil aashiqana hd movie upload karo please,Please upload this heart Ashikana Had Movie Please,0.8316,Positive,{'heart': 'Neutral'}
Arjun Pandit - Bollywood Action Movies | Sunny Deol | Juhi Chawla,Nice,nice,nice,0.4215,Positive,{}
Arjun Pandit - Bollywood Action Movies | Sunny Deol | Juhi Chawla,very nice movie sunny sar,nice movie sunny sar,nice movie sunny sar,0.6808,Positive,"{'movie': 'Positive', 'sar': 'Neutral'}"
Arjun Pandit - Bollywood Action Movies | Sunny Deol | Juhi Chawla,Nice,nice,nice,0.4215,Positive,{}
Arjun Pandit - Bollywood Action Movies | Sunny Deol | Juhi Chawla,super,super,super,0.5994,Positive,{}
Arjun Pandit - Bollywood Action Movies | Sunny Deol | Juhi Chawla,super,super,super,0.5994,Positive,{}
Arjun Pandit - Bollywood Action Movies | Sunny Deol | Juhi Chawla,Super,super,super,0.5994,Positive,{}
Arjun Pandit - Bollywood Action Movies | Sunny Deol | Juhi Chawla,Nice to move,nice move,Nice Move,0.4215,Positive,{'Move': 'Positive'}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,Wow❤❤❤,wow,wow,0.5859,Positive,{}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,I like a film story and acting from actor n actress. Nice,like film story acting actor n actress nice,Like Film Story Actor N Actress Nice,0.6486,Positive,{}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,"<a href=""https://www.youtube.com/watch?v=zoQLbNHe0yU&amp;t=450"">7:30</a>",href,href,0.0,Neutral,{}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,Hero sasta Shahrukh khan hai 😅,hero sasta shahrukh khan hai,Hero is cheap Shahrukh Khan,0.5574,Positive,{}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,2024 bithout search mil gai ho 😂😂😂😂😂😂,bithout search mil gai ho,Got a search search,0.0,Neutral,{'search': 'Neutral'}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,Nice movie ❤,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,🌼💐💥🌼💐💥🌼💐💥 WOW WONDERFUL MOVIE THANKS DEAR 🎯♠️♦️🎯♠️♦️🎯♠️♦️,wow wonderful movie thanks dear,wonderful movie thanks dear,0.8481,Positive,"{'movie': 'Positive', 'thanks': 'Positive', 'dear': 'Neutral'}"
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,dadaji ke sath bathrobe mein lol,dadaji ke sath bathrobe mein lol,Low in bathrobe with grandfather,-0.2732,Negative,"{'bathrobe': 'Neutral', 'grandfather': 'Neutral'}"
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,Uff can&#39;t take the eues from Tarun. He&#39;s damn handsome like the most handsome man in the world. ❤️,uff cant take eues tarun he damn handsome like handsome man world,UFF CANRA TAKE EIS TARUN he's Damn Handsome Like Handsome Man World,0.7351,Positive,{}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,Super movie ♥️💓✨,super movie,super movie,0.5994,Positive,{'movie': 'Positive'}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,Last seen  mast hey ❤,last seen mast hey,Last Seen Mast Hey,0.0,Neutral,{}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,Very nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Karar - The Deal - Hindi Full Movie - Tarun Arora | Mahek Chahal - Bollywood Movie,Nice story,nice story,nice story,0.4215,Positive,{'story': 'Positive'}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,"बॉलीवुड की सुपरहिट हिंदी मूवी : <br>Ajay (अजय) - <a href=""https://www.youtube.com/watch?v=AVLwfpA4vXU"">https://youtu.be/AVLwfpA4vXU</a><br>Mann (मन ) - <a href=""https://www.youtube.com/watch?v=j8w7DzNgShg"">https://youtu.be/j8w7DzNgShg</a><br>Bhagam Bhag (भागम भाग) - <a href=""https://www.youtube.com/watch?v=6FqUN9MO0zc"">https://youtu.be/6FqUN9MO0zc</a><br>Dil Kya Kare (दिल क्या करे) - <a href=""https://www.youtube.com/watch?v=ZedqipwOBL8"">https://youtu.be/ZedqipwOBL8</a><br>Barsaat (बरसात ) - <a href=""https://www.youtube.com/watch?v=qPEeo4qGKF4"">https://youtu.be/qPEeo4qGKF4</a><br>Banjaran (बंजारन ) - <a href=""https://www.youtube.com/watch?v=y4nYf9j04Nk"">https://youtu.be/y4nYf9j04Nk</a><br>Tango Charlie (टैंगो चार्ली ) -  <a href=""https://www.youtube.com/watch?v=wL2gTESS5Cw"">https://youtu.be/wL2gTESS5Cw</a><br>Dhamaal (धमाल ) -  <a href=""https://www.youtube.com/watch?v=6xdRuJoEMoU"">https://youtu.be/6xdRuJoEMoU</a><br>Bewaffa Se Waffa (बेवफा से वफ़ा ) - <a href=""https://www.youtube.com/watch?v=2nYEbOaV9fo"">https://youtu.be/2nYEbOaV9fo</a><br>Maine Dil Tujhko Diya (मेने दिल तुझको दिया ) - <a href=""https://www.youtube.com/watch?v=KXUZUkxuza0"">https://youtu.be/KXUZUkxuza0</a>",brajay href abrmann href abrbhagam bhag href abrdil kya kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewaffa se waffa href abrmaine dil tujhko diya href,Brajay href abrmann href abribhagam bhag href abrdil kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewewaffaffa se wafa haref abjhekhek ya href,0.0,Neutral,{}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,Very nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,Hart teaching movie 😭😭😭 ❤️❤️❤️❤️😥😥😥💔💔💔,hart teaching movie,hart teaching movie,0.0,Neutral,{'movie': 'Neutral'}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,Love destroy everything,love destroy everything,love destroy everything,0.1779,Positive,{'love': 'Positive'}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,Speechless 😥<br>Really a damn heart touching movie 🙌🏻♥️<br><br>People don&#39;t understand the love <br>That&#39;s why there&#39;s a need of seprate mind for heart 😓,speechless brreally damn heart touching movie brbrpeople dont understand love brthats there need seprate mind heart,Speechless Really Damn Heart Touching Movie BRBR People Don't Undrstand Love Brthhats There Need Seprate Mind Heart,0.5134,Positive,{'People': 'Neutral'}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,It&#39;s film on codependency<br>Runner chaser dynamic<br>Unnecessary attachment<br>Self love is greatest medicine<br>Make your self a priority<br>Focus on yourself first<br>This is a massage of the movie,film codependencybrrunner chaser dynamicbrunnecessary attachmentbrself love greatest medicinebrmake self prioritybrfocus firstbrthis massage movie,And was a movie of the movie and Jackie Sheroff should not have been killed,0.5559,Positive,{'movie': 'Neutral'}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,End buhat acha tha es movie ka aur jacki sheroff ko marna nahi chahiye tha,end buhat acha tha e movie ka aur jacki sheroff ko marna nahi chahiye tha,And was a movie of the movie and Jackie Sheroff should not have been killed,0.5559,Positive,{'movie': 'Neutral'}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,Ha,ha,Is,0.0,Neutral,{}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,May best movie Dhadkan h ❣️❣️❣️🙄🙄,may best movie dhadkan h,May Best Movie Dhadak:,0.6369,Positive,{}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,⁰0000 ki0 pp 0000 pp 000 pp 000 pp 0 pp pp 000 pp pp pp pp pp 00 pp 0 pp 0000 00 0 00 pp 00 0 00 000 pp pp pp 0 pp 0000000 pp 0 pp 0000 pp 0000 pp pp 00000⁰ pp pp 0 pp 0 pp pp pp pp 00 pp pp 00⁰⁰0 pp ⁰ pp pp 00 pp 00 000 pp 0000 pp 0 pp 00 pp 00 000000 00 0 pp 0000 pp ⁰00000000 00 000 pp 000 pp 0000000000000000000⁰000000000000000000000000⁰000000000000 pp pp 00000000000000000000 pp 0000000000000,ki pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp,Ki pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp pp,0.0,Neutral,{}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,Wrujh6eruiwaedgttyybbtvtvbyyb3drrthjorukryi7izfyizgipdt89ryiojzcgjlsfukl,wrujheruiwaedgttybbtvtvbybdrrthjorukryiizfyizgipdtryiojzcgjlsfukl,wrujheruiwaedgttybbtvtvbybdrrthjorukryiizfyizgipdtryiojzcgjlsfukl,0.0,Neutral,{}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,Lovely movie ♥️♥️😥😥😥,lovely movie,lovely movie,0.5859,Positive,{'movie': 'Positive'}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,"Mushkan,movie,good",mushkanmoviegood,Mushkunmogod,0.0,Neutral,{}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,Nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Kya Yehi Pyar Hai (2002) - Hindi Full Movie - Aftab Shivdasani | Amisha Patel - Bollywood Movie,Esa vai nasib balo koi milta hai<br>But inko koi samajhta nehi ...  Nice movie  👍👍,esa vai nasib balo koi milta haibrbut inko koi samajhta nehi nice movie,Such a Y Nasib Balo Koi Met Habarbat does not consider them as a movie,0.0,Neutral,{'movie': 'Neutral'}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,the first,first,first,0.0,Neutral,{}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Why he is underrate iam an as director  certificate a1 Dev  and i am inorganic thoughly film vickey as an actor do every seen and every concept are clear graceful no so  vicky comeout of jail,underrate iam director certificate dev inorganic thoughly film vickey actor every seen every concept clear graceful vicky comeout jail,Underrate IAM Director Certificate Dev Inorganic Thoroughly Film Vicky Actor Every Seen Every Concept Clear Graceful Vicky Came Out Jail,0.6808,Positive,{'Jail': 'Negative'}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Awesome lyrics and beat is so dillishes,awesome lyric beat dillishes,Awesome Lyric Beat Dilishes,0.6249,Positive,{}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Nude awesome allowed,nude awesome allowed,Nude Awesome Allowed,0.6249,Positive,{}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Hallo hero don&#39;t worry don&#39;t cry,hallo hero dont worry dont cry,Hallo Hero Dont Worry Dont Cry,0.5935,Positive,{}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Sound lyrics are too good awesome,sound lyric good awesome,sound lyric good awesome,0.7906,Positive,{}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Dream is to good,dream good,Dream Good,0.5994,Positive,{}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Romance good concept allowed,romance good concept allowed,Romance Good Concept Allowed,0.7579,Positive,{'Romance': 'Neutral'}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Awesome concept good remember seen is good,awesome concept good remember seen good,Awesome Concept Good Remember Seen Good,0.872,Positive,{}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Aa film bane wale tuje kesa laga film wanke or kuch liker allowed knr ho to btna,aa film bane wale tuje kesa laga film wanke kuch liker allowed knr ho btna,The film Bane Wale Tuje Kesa Lagi Film Wanke Kuch Likr Allveda Car Ho Batna,0.0,Neutral,{'film': 'Neutral'}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Bkvas,bkvas,bkvas,0.0,Neutral,{}
Mashooka (2005) Full Hindi Movie | Bollywood Movie |Aditya Bal | Meghna Naidu | Vidya Malvade |,Time wastage,time wastage,Time wastage,0.0,Neutral,{'wastage': 'Neutral'}
Erica Banks - Buss It [Official Music Video],"<a href=""https://www.youtube.com/watch?v=NOoHJ_ZXlJU&amp;t=52"">0:52</a>",href,href,0.0,Neutral,{}
Erica Banks - Buss It [Official Music Video],que voz gostosa meu deus,que voz gostosa meu deus,Que voz gostosa meu deus,0.0,Neutral,{}
Erica Banks - Buss It [Official Music Video],I Love U Queen ❤❤💞💕💓💜💜💜💜💜,love u queen,love u Queen,0.6369,Positive,{'Queen': 'Neutral'}
Erica Banks - Buss It [Official Music Video],"This is so terrible. Nelly&#39;s sample is the only good thing about this song. Also, wtf is &quot;buss it&quot;",terrible nellys sample good thing song also wtf quotbuss itquot,Terrible Nellys Sample Good Thing Song also wtf quotbuss itquot,-0.6124,Negative,"{'quotbuss': 'Neutral', 'itquot': 'Neutral'}"
Erica Banks - Buss It [Official Music Video],2024<br>❤️‍🔥🥴🤪,br,Bur,0.0,Neutral,{}
Erica Banks - Buss It [Official Music Video],This is such a BOSS SONG !! Always in REPEAT!!🤝🗝️💰,bos song always repeat,BOS Song Always Repeat,0.0,Neutral,{}
Erica Banks - Buss It [Official Music Video],Garbage song ngl,garbage song ngl,Garbage Song Ngl,0.0,Neutral,{}
Erica Banks - Buss It [Official Music Video],And this is why music is dead,music dead,music dead,-0.6486,Negative,{'music': 'Negative'}
Erica Banks - Buss It [Official Music Video],I hope kids not in here 🔞,hope kid,HOPE KID,0.4404,Positive,{}
Erica Banks - Buss It [Official Music Video],Butterface,butterface,butterface,0.0,Neutral,{}
Erica Banks - Buss It [Official Music Video],This song was the reason ice spice got popular on Tik Tik,song reason ice spice got popular tik tik,Song Reason ice Spice Got Popular Tik Tik,0.4215,Positive,{'ice': 'Neutral'}
Erica Banks - Buss It [Official Music Video],"Without Nelly, this song wouldnt exist...",without nelly song wouldnt exist,Without nelly song wouldn Bollywood,0.0,Neutral,{'song': 'Neutral'}
Erica Banks - Buss It [Official Music Video],Ok 👍🏾 <br>She ate 🔥🔥🔥🔥🔥,ok brshe ate,ok brshe ate,0.296,Positive,{}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",Good movie woth bad lessons,good movie woth bad lesson,Good Movies with Bad Lesson,-0.1531,Negative,{'Movies': 'Positive'}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",gelo lal jama poira ailo sada jama poira 😆😆😆,gelo lal jama poira ailo sada jama poira,Gelo Lal Jama Poira Ailo Sada Jama Poira,0.0,Neutral,{}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",J<br>Ya kya tha movie asi hoti h,jbrya kya tha movie asi hoti h,What was the forced movie is as,-0.4588,Negative,{'movie': 'Negative'}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat","&quot;Whenever you find a preacher who takes the Bible allegorically and figuratively...that preacher is preaching an allegorical gospel which is no gospel. I thank God for a literal Christ, for a literal salvation. There is literal sorrow, literal death, literal Hell, and, thank God, there is a literal Heaven.&quot;💋💋💖💖💕",quotwhenever find preacher take bible allegorically figurativelythat preacher preaching allegorical gospel gospel thank god literal christ literal salvation literal sorrow literal death literal hell thank god literal heavenquot,Quotwhenever find precher take bible allegorically figurativelythi preaching allegorical gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel gospel ot,0.0,Neutral,"{'gospel': 'Neutral', 'ot': 'Neutral'}"
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",Different story,different story,different story,0.0,Neutral,{'story': 'Neutral'}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",Beautiful film,beautiful film,Beautiful film,0.5994,Positive,{'film': 'Positive'}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",Kasam se sar dard krwa liya maine Koch bhi bana diya movie ke naam pr 😤😤😤,kasam se sar dard krwa liya maine koch bhi bana diya movie ke naam pr,"I swear to pain, I also made a coach in the name of the movie",-0.5423,Negative,"{'coach': 'Neutral', 'name': 'Neutral', 'movie': 'Neutral'}"
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat","I wanna try with Indian guy like him <a href=""https://www.youtube.com/watch?v=ZRcHYYl88L8&amp;t=4565"">1:16:05</a>",wan na try indian guy like href,wan na try indian guy like href,0.3612,Positive,{'guy': 'Neutral'}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",Time west data west bakwaas,time west data west bakwaas,Time Waste Data West Fuck,-0.743,Negative,{}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",hi,hi,Sole,0.0,Neutral,{'Sole': 'Neutral'}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat","<a href=""https://www.youtube.com/watch?v=ZRcHYYl88L8&amp;t=3220"">53:40</a> minutes:- Second Bikini Girl Came",href minute second bikini girl came,href mine second bikini girl came,0.0,Neutral,"{'bikini': 'Neutral', 'girl': 'Neutral'}"
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat","<a href=""https://www.youtube.com/watch?v=ZRcHYYl88L8&amp;t=1599"">26:39</a> Ironman",href ironman,href ironman,0.0,Neutral,{}
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",Wtf was this? Na start na end. 3rd class script,wtf na start na end rd class script,wtf na start na end rd class script,-0.5859,Negative,"{'rd': 'Neutral', 'class': 'Neutral', 'script': 'Neutral'}"
"Diary of a Butterfly Full Movie | Hindi Blockbuster Romantic Movie | Rajiv Singh, Sofia Hayat",Issse ghatiya koi movie ho hi nahi sakti bhai <br>Kya dal chawala bana rahe hai kya ye 🤣🤣🤣🤣🤣,issse ghatiya koi movie ho hi nahi sakti bhai brkya dal chawala bana rahe hai kya ye,"Due to this, there can be no cheap movie, brother Brikya dal is making rice",-0.296,Negative,"{'movie': 'Negative', 'brother': 'Neutral', 'dal': 'Neutral', 'rice': 'Neutral'}"
Karar - The Deal (2014){HD} - Tarun Arora - Mahek Chhal - Hindi Full Movie - (With Eng Subtitles),"Ççf,y add",ccfy add,ccfy add,0.0,Neutral,{'ccfy': 'Neutral'}
Karar - The Deal (2014){HD} - Tarun Arora - Mahek Chhal - Hindi Full Movie - (With Eng Subtitles),"<a href=""https://www.youtube.com/watch?v=R89AlXaKb_E&amp;t=1873"">31:13</a>",href,href,0.0,Neutral,{}
Karar - The Deal (2014){HD} - Tarun Arora - Mahek Chhal - Hindi Full Movie - (With Eng Subtitles),"<a href=""https://www.youtube.com/watch?v=R89AlXaKb_E&amp;t=1104"">18:24</a>",href,href,0.0,Neutral,{}
Karar - The Deal (2014){HD} - Tarun Arora - Mahek Chhal - Hindi Full Movie - (With Eng Subtitles),"<a href=""https://www.youtube.com/watch?v=R89AlXaKb_E&amp;t=417"">6:57</a>",href,href,0.0,Neutral,{}
Karar - The Deal (2014){HD} - Tarun Arora - Mahek Chhal - Hindi Full Movie - (With Eng Subtitles),Very nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Karar - The Deal (2014){HD} - Tarun Arora - Mahek Chhal - Hindi Full Movie - (With Eng Subtitles),"<a href=""https://www.youtube.com/watch?v=R89AlXaKb_E&amp;t=408"">6:48</a> <a href=""https://www.youtube.com/watch?v=R89AlXaKb_E&amp;t=409"">6:49</a>",href href,href href,0.0,Neutral,{}
Karar - The Deal (2014){HD} - Tarun Arora - Mahek Chhal - Hindi Full Movie - (With Eng Subtitles),"🎷🎷 thanks for giving us <a href=""http://youtubers.pics/"">youtubers.pics</a> a reason to want to play u local girl",thanks giving u href reason want play u local girl,Thanks Giving in Href Reason Want Play a Local Girl,0.7906,Positive,"{'Thanks': 'Positive', 'Girl': 'Neutral'}"
Karar - The Deal (2014){HD} - Tarun Arora - Mahek Chhal - Hindi Full Movie - (With Eng Subtitles),Qeqqaaa1ßq se aà6 bi guy no jii no no no😅h😮 hu hu hu hu,qeqqaaaq se aa bi guy jii noh hu hu hu hu,qeqqqaaaaq se aa bi guy jii noh hu hu hu hu hu,0.0,Neutral,{}
Karar - The Deal (2014){HD} - Tarun Arora - Mahek Chhal - Hindi Full Movie - (With Eng Subtitles),"<a href=""https://www.youtube.com/watch?v=R89AlXaKb_E&amp;t=285"">4:45</a>am27/3/23",href,href,0.0,Neutral,{}
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Ato valo bou ato sundor duto baccha tader fele onnor kache chole galo khubi kharap,ato valo bou ato sundor duto baccha tader fele onnor kache chole galo khubi kharap,Ato Valo Bou Ato Sundor Duto Baccha Tader Fle Onnor Kache Chole Galo Khubi Kharap,0.0,Neutral,{}
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Fast taime,fast taime,fast taime,0.0,Neutral,{'taime': 'Positive'}
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",This movie is copied from the others movie,movie copied others movie,Movie Copied Others Movie,0.0,Neutral,{}
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Mom is super hero,mom super hero,Mom Super Hero,0.8176,Positive,{}
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",This is a horrible movie and the message it sends is not okay. As a parent we have no right to take the lives of our children for our own attachment to them.This woman tried to play God and that is not okay. I understand her feelings but her actions are wrong.,horrible movie message sends okay parent right take life child attachment themthis woman tried play god okay understand feeling action wrong,HRRIBLE MOVIE Message Sends Okay Parent Right Take Life Child Attachment Themthis Woman Woman Tared Play God Okay Unders Understand Failing Failing Action Wrong,-0.296,Negative,"{'Message': 'Neutral', 'Parent': 'Neutral'}"
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",It&#39;s a remake of the famous hollywood horror movie &quot; The others&quot;.,remake famous hollywood horror movie quot othersquot,Remake Famous HollyWood Horror Movie Quotes Otures Not,-0.5719,Negative,{}
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Ek nambar faltu movie ha😂,ek nambar faltu movie ha,A number is a useless movie,-0.3612,Negative,"{'number': 'Neutral', 'movie': 'Negative'}"
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Very 👌👌👌😢😢hartiching movie 😢😢😢,hartiching movie,hartiching movie,0.0,Neutral,"{'hartiching': 'Neutral', 'movie': 'Neutral'}"
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",copy movie h ye...Bollywood kinda amitab bachan sir ki h ye movie purani wali,copy movie h yebollywood kinda amitab bachan sir ki h ye movie purani wali,Copy,0.0,Neutral,{}
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Isme se horror kahi miss ho geya he 😂😂😂,isme se horror kahi miss ho geya,"Out of this, the horror was missed",-0.7096,Negative,{'horror': 'Neutral'}
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Galti se bhi mt dekhna bhut bekaar movie thi time waste,galti se bhi mt dekhna bhut bekaar movie thi time waste,Do not even mistake it was a very useless movie time waste,-0.5936,Negative,"{'movie': 'Neutral', 'time': 'Neutral', 'waste': 'Negative'}"
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Asi hi same movie hai ... Hum kon hai naam ki dimpal ki,asi hi movie hai hum kon hai naam ki dimpal ki,Such a movie is a dimple named Kaun Hai Dimple,0.0,Neutral,"{'movie': 'Neutral', 'dimple': 'Neutral'}"
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Original Movie The Others,original movie others,original movie others,0.3182,Positive,"{'movie': 'Neutral', 'others': 'Positive'}"
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Kaun kaun 2024 me dekh Raha hai ye movie❤❤❤,kaun kaun dekh raha hai ye movie,Who is watching this movie,0.0,Neutral,{'movie': 'Neutral'}
"Anjaane (The Unknown) - HD Bollywood Horror Hindi Movie - Manisha Koirala, Sanjay Kapoor, Helen",Kaun kaun ye movie  dobara dekh Raha hai ❤❤❤,kaun kaun ye movie dobara dekh raha hai,Who is watching this movie again,0.0,Neutral,{'movie': 'Neutral'}
PIKLU | Hindi Dubbed Movie | Aunty है तो क्या हुआ..?? | New Release 2022 Full HD,Piku wo ladki ya kam wali aunty ko le leta tho thoda hawas kam ho jata bechare ka,piku wo ladki ya kam wali aunty ko le leta tho thoda hawas kam ho jata bechare ka,"If Piku would have taken a girl or working aunt, then a little lust would have reduced the poor",-0.4767,Negative,"{'girl': 'Neutral', 'working': 'Neutral', 'aunt': 'Neutral', 'lust': 'Negative'}"
PIKLU | Hindi Dubbed Movie | Aunty है तो क्या हुआ..?? | New Release 2022 Full HD,Corona he eska Karan he,corona eska karan,Corona,0.0,Neutral,{}
